name	born	died	url	era
Daniel Auber	1782	1871	https://en.wikipedia.org/wiki/Daniel_Auber	Classical-Romantic
Jacques Aubert	1689	1753	https://en.wikipedia.org/wiki/Jacques_Aubert	Baroque-Classical
Marianna von Auenbrugger	1759	1782	https://en.wikipedia.org/wiki/Marianna_von_Auenbrugger	Classical-era
Josepha Barbara Auernhammer	1758	1820	https://en.wikipedia.org/wiki/Josepha_Barbara_Auernhammer	Classical-era
Benedikt Anton Aufschnaiter	1665	1742	https://en.wikipedia.org/wiki/Benedikt_Anton_Aufschnaiter	Baroque
Pietro Auletta	1698	1771	https://en.wikipedia.org/wiki/Pietro_Auletta	Baroque-Classical
Tor Aulin	1866	1914	https://en.wikipedia.org/wiki/Tor_Aulin	Romantic-era
Valborg Aulin	1860	1928	https://en.wikipedia.org/wiki/Valborg_Aulin	Romantic-era
Charles Avison	1709	1770	https://en.wikipedia.org/wiki/Charles_Avison	Baroque-Classical
Giuseppe Avitrano	1670	1756	https://en.wikipedia.org/wiki/Giuseppe_Avitrano	Baroque-Classical
Filippo Azzaiolo	1557	1569	https://en.wikipedia.org/wiki/Filippo_Azzaiolo	Renaissance
William Babell	1690	1723	https://en.wikipedia.org/wiki/William_Babell	Baroque
Carl Philipp Emanuel Bach	1714	1788	https://en.wikipedia.org/wiki/Carl_Philipp_Emanuel_Bach	Baroque-Classical
Georg Christoph Bach	1642	1697	https://en.wikipedia.org/wiki/Georg_Christoph_Bach	Baroque
Heinrich Bach	1615	1692	https://en.wikipedia.org/wiki/Heinrich_Bach	Baroque
Johann Bernhard Bach	1676	1749	https://en.wikipedia.org/wiki/Johann_Bernhard_Bach	Baroque
Johann Bernhard Bach	1700	1743	https://en.wikipedia.org/wiki/Johann_Bernhard_Bach_(the_younger)	Baroque
Johann Christian Bach	1735	1782	https://en.wikipedia.org/wiki/Johann_Christian_Bach	Baroque-Classical
Johann Christoph Bach	1642	1703	https://en.wikipedia.org/wiki/Johann_Christoph_Bach	Baroque
Johann Christoph Friedrich Bach	1732	1795	https://en.wikipedia.org/wiki/Johann_Christoph_Friedrich_Bach	Classical-era
Johann Lorenz Bach	1695	1773	https://en.wikipedia.org/wiki/Johann_Lorenz_Bach	Baroque-Classical
Johann Ludwig Bach	1677	1731	https://en.wikipedia.org/wiki/Johann_Ludwig_Bach	Baroque
Johann Michael Bach	1648	1694	https://en.wikipedia.org/wiki/Johann_Michael_Bach	Baroque
Johann Nicolaus Bach	1669	1753	https://en.wikipedia.org/wiki/Johann_Nicolaus_Bach	Baroque-Classical
Johann Sebastian Bach	1685	1750	https://en.wikipedia.org/wiki/Johann_Sebastian_Bach	Baroque-Classical
Wilhelm Friedemann Bach	1710	1784	https://en.wikipedia.org/wiki/Wilhelm_Friedemann_Bach	Baroque-Classical
Wilhelm Friedrich Ernst Bach	1759	1845	https://en.wikipedia.org/wiki/Wilhelm_Friedrich_Ernst_Bach	Classical-era
Francis Edward Bache	1833	1858	https://en.wikipedia.org/wiki/Francis_Edward_Bache	Romantic-era
Daniel Bacheler	1572	1619	https://en.wikipedia.org/wiki/Daniel_Bacheler	Renaissance-Baroque
Johann Georg Heinrich Backofen	1768	1830	https://en.wikipedia.org/wiki/Johann_Georg_Heinrich_Backofen	Classical-era
Rosa Giacinta Badalla	1660	1710	https://en.wikipedia.org/wiki/Rosa_Giacinta_Badalla	Baroque
Carlo Agostino Badia	1672	1738	https://en.wikipedia.org/wiki/Carlo_Agostino_Badia	Baroque
Carlos Baguer	1768	1808	https://en.wikipedia.org/wiki/Carlos_Baguer	Classical-era
Bálint Bakfark	1530	1576	https://en.wikipedia.org/wiki/B%C3%A1lint_Bakfark	Renaissance
Mily Balakirev	1837	1910	https://en.wikipedia.org/wiki/Mily_Balakirev	Romantic-era
Claude Balbastre	1724	1799	https://en.wikipedia.org/wiki/Claude_Balbastre	Classical-era
Pietro Baldassare	1683	1768	https://en.wikipedia.org/wiki/Pietro_Baldassare	Baroque-Classical
João José Baldi	1770	1816	https://en.wikipedia.org/wiki/Jo%C3%A3o_Jos%C3%A9_Baldi	Classical-era
Michael William Balfe	1808	1870	https://en.wikipedia.org/wiki/Michael_William_Balfe	Romantic-era
Thomas Baltzar	1631	1663	https://en.wikipedia.org/wiki/Thomas_Baltzar	Baroque
Adriano Banchieri	1568	1634	https://en.wikipedia.org/wiki/Adriano_Banchieri	Renaissance-Baroque
Gilbert Banester	1430	1487	https://en.wikipedia.org/wiki/Gilbert_Banester	Renaissance
Granville Bantock	1868	1946	https://en.wikipedia.org/wiki/Granville_Bantock	Romantic-era
Barbara of Portugal	1711	1758	https://en.wikipedia.org/wiki/Barbara_of_Portugal	Baroque-Classical
Bartolomeo Barbarino	1568	1617	https://en.wikipedia.org/wiki/Bartolomeo_Barbarino	Renaissance-Baroque
Jacobus Barbireau	1455	1491	https://en.wikipedia.org/wiki/Jacobus_Barbireau	Renaissance
Antonino Barges	1547	1565	https://en.wikipedia.org/wiki/Antonino_Barges	Renaissance
Ernst Gottlieb Baron	1696	1760	https://en.wikipedia.org/wiki/Ernst_Gottlieb_Baron	Baroque-Classical
Leonora Baroni	1611	1670	https://en.wikipedia.org/wiki/Leonora_Baroni	Baroque
Francesco Barsanti	1690	1772	https://en.wikipedia.org/wiki/Francesco_Barsanti	Baroque-Classical
Cecilia Maria Barthélemon	1769	1840	https://en.wikipedia.org/wiki/Cecilia_Maria_Barth%C3%A9lemon	Classical-era
Bartolino da Padova	1365	1405	https://en.wikipedia.org/wiki/Bartolino_da_Padova	url-Medieval
Angelo Michele Bartolotti	1615	1696	https://en.wikipedia.org/wiki/Angelo_Michele_Bartolotti	Baroque
Adriana Basile	1580	1640	https://en.wikipedia.org/wiki/Adriana_Basile	Baroque
Adrien Basin	1457	1498	https://en.wikipedia.org/wiki/Adrien_Basin	Renaissance
Philippe Basiron	1449	1491	https://en.wikipedia.org/wiki/Philippe_Basiron	Renaissance
Giovanni Battista Bassani	1650	1716	https://en.wikipedia.org/wiki/Giovanni_Battista_Bassani	Baroque
Orazio Bassani	1570	1615	https://en.wikipedia.org/wiki/Orazio_Bassani	Renaissance-Baroque
Giovanni Bassano	1558	1617	https://en.wikipedia.org/wiki/Giovanni_Bassano	Renaissance-Baroque
John Baston	1708	1739	https://en.wikipedia.org/wiki/John_Baston	Baroque
Josquin Baston	1542	1563	https://en.wikipedia.org/wiki/Josquin_Baston	Renaissance
Thomas Bateson	1570	1630	https://en.wikipedia.org/wiki/Thomas_Bateson	Renaissance-Baroque
Noel Bauldeweyn	1480	1513	https://en.wikipedia.org/wiki/Noel_Bauldeweyn	Renaissance
Friedrich Baumfelder	1836	1916	https://en.wikipedia.org/wiki/Friedrich_Baumfelder	Romantic-era
Sophie Bawr	1773	1860	https://en.wikipedia.org/wiki/Sophie_Bawr	Classical-Romantic
Marie Emmanuelle Bayon Louis	1746	1825	https://en.wikipedia.org/wiki/Marie_Emmanuelle_Bayon_Louis	Classical-era
Cyprian Bazylik	1535	1600	https://en.wikipedia.org/wiki/Cyprian_Bazylik	Renaissance
Antonio Bazzini	1818	1897	https://en.wikipedia.org/wiki/Antonio_Bazzini	Romantic-era
Amy Beach	1867	1944	https://en.wikipedia.org/wiki/Amy_Beach	Romantic-era
Franz Ignaz Beck	1734	1809	https://en.wikipedia.org/wiki/Franz_Ignaz_Beck	Classical-era
Dietrich Becker	1623	1679	https://en.wikipedia.org/wiki/Dietrich_Becker	Baroque
Max Josef Beer	1851	1908	https://en.wikipedia.org/wiki/Max_Josef_Beer	Romantic-era
Ludwig van Beethoven	1770	1827	https://en.wikipedia.org/wiki/Ludwig_van_Beethoven	Classical-Romantic
Laurent Belissen	1693	1762	https://en.wikipedia.org/wiki/Laurent_Belissen	Baroque-Classical
William Henry Bell	1873	1946	https://en.wikipedia.org/wiki/William_Henry_Bell	Romantic-era
Vincenzo Bellavere	1541	1587	https://en.wikipedia.org/wiki/Vincenzo_Bellavere	Renaissance
Giulio Belli	1560	1621	https://en.wikipedia.org/wiki/Giulio_Belli	Renaissance-Baroque
Vincenzo Bellini	1801	1835	https://en.wikipedia.org/wiki/Vincenzo_Bellini	Romantic-era
Paolo Benedetto Bellinzani	1682	1757	https://en.wikipedia.org/wiki/Paolo_Benedetto_Bellinzani	Baroque-Classical
Antonia Bembo	1640	1720	https://en.wikipedia.org/wiki/Antonia_Bembo	Baroque
Felix Benda	1708	1768	https://en.wikipedia.org/wiki/Felix_Benda	Baroque-Classical
Franz Benda	1709	1786	https://en.wikipedia.org/wiki/Franz_Benda	Baroque-Classical
Jiří Antonín Benda	1722	1795	https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Anton%C3%ADn_Benda	Classical-era
Orazio Benevoli	1605	1672	https://en.wikipedia.org/wiki/Orazio_Benevoli	Baroque
William Sterndale Bennett	1816	1875	https://en.wikipedia.org/wiki/William_Sterndale_Bennett	Romantic-era
Peter Benoit	1834	1901	https://en.wikipedia.org/wiki/Peter_Benoit	Romantic-era
Angelo Berardi	1636	1694	https://en.wikipedia.org/wiki/Angelo_Berardi	Baroque
Jacquet de Berchem	1505	1567	https://en.wikipedia.org/wiki/Jacquet_de_Berchem	Renaissance
Gertrude van den Bergh	1793	1840	https://en.wikipedia.org/wiki/Gertrude_van_den_Bergh	Classical-Romantic
Johan Daniel Berlin	1714	1787	https://en.wikipedia.org/wiki/Johan_Daniel_Berlin	Classical-era
Hector Berlioz	1803	1869	https://en.wikipedia.org/wiki/Hector_Berlioz	Romantic-era
Juan Bermudo	1510	1559	https://en.wikipedia.org/wiki/Juan_Bermudo	Renaissance
Ercole Bernabei	1622	1687	https://en.wikipedia.org/wiki/Ercole_Bernabei	Baroque
Stefano Bernardi	1577	1637	https://en.wikipedia.org/wiki/Stefano_Bernardi	Renaissance-Baroque
Bernart de Ventadorn	1190	1200	https://en.wikipedia.org/wiki/Bernart_de_Ventadorn	url-Medieval
Nicolas Bernier	1664	1734	https://en.wikipedia.org/wiki/Nicolas_Bernier	Baroque
Christoph Bernhard	1628	1692	https://en.wikipedia.org/wiki/Christoph_Bernhard	Baroque
Nicolas Bernier	1664	1734	https://en.wikipedia.org/wiki/Nicolas_Bernier	Baroque
Antonio Bertali	1605	1669	https://en.wikipedia.org/wiki/Antonio_Bertali	Baroque
Giovanni Pietro Berti	1590	1638	https://en.wikipedia.org/wiki/Giovanni_Pietro_Berti	Baroque
Louise Bertin	1805	1877	https://en.wikipedia.org/wiki/Louise_Bertin	Romantic-era
Toussaint Bertin de la Doué	1680	1743	https://en.wikipedia.org/wiki/Toussaint_Bertin_de_la_Dou%C3%A9	Baroque
Henri Montan Berton	1767	1844	https://en.wikipedia.org/wiki/Henri_Montan_Berton	Classical-era
Pierre Montan Berton	1727	1780	https://en.wikipedia.org/wiki/Pierre_Montan_Berton	Classical-era
Georg von Bertouch	1668	1743	https://en.wikipedia.org/wiki/Georg_von_Bertouch	Baroque
Franz Berwald	1796	1868	https://en.wikipedia.org/wiki/Franz_Berwald	Classical-Romantic
Alessandro Besozzi	1702	1775	https://en.wikipedia.org/wiki/Alessandro_Besozzi	Baroque-Classical
Carl Heinrich Biber	1681	1749	https://en.wikipedia.org/wiki/Carl_Heinrich_Biber	Baroque
Heinrich Ignaz Franz von Biber	1644	1704	https://en.wikipedia.org/wiki/Heinrich_Ignaz_Franz_von_Biber	Baroque
Marie Bigot	1786	1820	https://en.wikipedia.org/wiki/Marie_Bigot	Classical-Romantic
William Billings	1746	1800	https://en.wikipedia.org/wiki/William_Billings	Classical-era
Gilles Binchois	1400	1460	https://en.wikipedia.org/wiki/Gilles_Binchois	url-Medieval
Stanislav Binički	1872	1942	https://en.wikipedia.org/wiki/Stanislav_Bini%C4%8Dki	Romantic-era
Antonio Bioni	1698	1739	https://en.wikipedia.org/wiki/Antonio_Bioni	Baroque
Wenzel Raimund Birck	1718	1763	https://en.wikipedia.org/wiki/Wenzel_Raimund_Birck	Classical-era
Johann Adam Birkenstock	1687	1733	https://en.wikipedia.org/wiki/Johann_Adam_Birkenstock	Baroque
Hermann Bischoff	1868	1936	https://en.wikipedia.org/wiki/Hermann_Bischoff	Romantic-era
Georges Bizet	1838	1875	https://en.wikipedia.org/wiki/Georges_Bizet	Romantic-era
Adolphe Blanc	1828	1885	https://en.wikipedia.org/wiki/Adolphe_Blanc	Romantic-era
Maria Theresa Bland	1769	1838	https://en.wikipedia.org/wiki/Maria_Theresa_Bland	Classical-era
Frédéric Blasius	1758	1829	https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Blasius	Classical-era
Michel Blavet	1700	1768	https://en.wikipedia.org/wiki/Michel_Blavet	Baroque-Classical
John Blow	1649	1708	https://en.wikipedia.org/wiki/John_Blow	Baroque
Luigi Boccherini	1743	1805	https://en.wikipedia.org/wiki/Luigi_Boccherini	Baroque-Classical
Nicolas Bochsa	1789	1856	https://en.wikipedia.org/wiki/Nicolas_Bochsa	Classical-era
Philipp Friedrich Böddecker	1607	1683	https://en.wikipedia.org/wiki/Philipp_Friedrich_B%C3%B6ddecker	Baroque
Joseph Bodin de Boismortier	1689	1775	https://en.wikipedia.org/wiki/Joseph_Bodin_de_Boismortier	Baroque-Classical
Sebastian Bodinus	1700	1759	https://en.wikipedia.org/wiki/Sebastian_Bodinus	Baroque-Classical
Alexandre Pierre François Boëly	1785	1858	https://en.wikipedia.org/wiki/Alexandre_Pierre_Fran%C3%A7ois_Bo%C3%ABly	Classical-Romantic
Antoine Boësset	1586	1643	https://en.wikipedia.org/wiki/Antoine_Bo%C3%ABsset	Renaissance-Baroque
Georg Böhm	1661	1733	https://en.wikipedia.org/wiki/Georg_B%C3%B6hm	Baroque
Arrigo Boito	1842	1918	https://en.wikipedia.org/wiki/Arrigo_Boito	Romantic-era
Bartolomeo da Bologna	1405	1427	https://en.wikipedia.org/wiki/Bartolomeo_da_Bologna	url-Medieval
Ginés de Boluda	1545	1604	https://en.wikipedia.org/wiki/Gin%C3%A9s_de_Boluda	Renaissance-Baroque
João Domingos Bomtempo	1775	1842	https://en.wikipedia.org/wiki/Jo%C3%A3o_Domingos_Bomtempo	Classical-Romantic
Anna Bon	1739	1767	https://en.wikipedia.org/wiki/Anna_Bon	Classical-era
Capel Bond	1730	1790	https://en.wikipedia.org/wiki/Capel_Bond	Baroque-Classical
Severo Bonini	1582	1663	https://en.wikipedia.org/wiki/Severo_Bonini	Renaissance-Baroque
Antonio Maria Bononcini	1677	1726	https://en.wikipedia.org/wiki/Antonio_Maria_Bononcini	Baroque
Giovanni Bononcini	1670	1747	https://en.wikipedia.org/wiki/Giovanni_Bononcini	Baroque
Giovanni Maria Bononcini	1642	1678	https://en.wikipedia.org/wiki/Giovanni_Maria_Bononcini	Baroque
Francesco Antonio Bonporti	1672	1749	https://en.wikipedia.org/wiki/Francesco_Antonio_Bonporti	Baroque
